,C/A,UNIT,SCP,STATION,LINENAME,DATE,ENTRIES,EXITS,PREV_DATE,PREV_ENTRIES,PREV_EXITS,DIFF_ENTRIES,DIFF_EXITS
10934,N120A,R153,01-00-02,UTICA AV,AC,09/20/2019,3592490,5310749,09/19/2019,3591848.0,5309637.0,642.0,1112.0
10936,N120A,R153,01-00-03,UTICA AV,AC,09/15/2019,5190486,3684244,09/14/2019,5189922.0,3683809.0,564.0,435.0
10937,N120A,R153,01-00-03,UTICA AV,AC,09/16/2019,5190975,3684596,09/15/2019,5190486.0,3684244.0,489.0,352.0
10938,N120A,R153,01-00-03,UTICA AV,AC,09/17/2019,5191948,3685261,09/16/2019,5190975.0,3684596.0,973.0,665.0
10939,N120A,R153,01-00-03,UTICA AV,AC,09/18/2019,5192976,3685986,09/17/2019,5191948.0,3685261.0,1028.0,725.0
10940,N120A,R153,01-00-03,UTICA AV,AC,09/19/2019,5193916,3686667,09/18/2019,5192976.0,3685986.0,940.0,681.0
10941,N120A,R153,01-00-03,UTICA AV,AC,09/20/2019,5194838,3687341,09/19/2019,5193916.0,3686667.0,922.0,674.0
10943,N120A,R153,01-05-00,UTICA AV,AC,09/15/2019,50331999,16777216,09/14/2019,50331999.0,16777216.0,0.0,0.0
10944,N120A,R153,01-05-00,UTICA AV,AC,09/16/2019,50331999,16777216,09/15/2019,50331999.0,16777216.0,0.0,0.0
10945,N120A,R153,01-05-00,UTICA AV,AC,09/17/2019,50331999,16777216,09/16/2019,50331999.0,16777216.0,0.0,0.0
10946,N120A,R153,01-05-00,UTICA AV,AC,09/18/2019,50331999,16777216,09/17/2019,50331999.0,16777216.0,0.0,0.0
10947,N120A,R153,01-05-00,UTICA AV,AC,09/19/2019,50331999,16777216,09/18/2019,50331999.0,16777216.0,0.0,0.0
10948,N120A,R153,01-05-00,UTICA AV,AC,09/20/2019,50332000,16777216,09/19/2019,50331999.0,16777216.0,1.0,0.0
10950,N120A,R153,01-05-01,UTICA AV,AC,09/15/2019,0,228,09/14/2019,0.0,228.0,0.0,0.0
10951,N120A,R153,01-05-01,UTICA AV,AC,09/16/2019,0,228,09/15/2019,0.0,228.0,0.0,0.0
10952,N120A,R153,01-05-01,UTICA AV,AC,09/17/2019,0,228,09/16/2019,0.0,228.0,0.0,0.0
10953,N120A,R153,01-05-01,UTICA AV,AC,09/18/2019,0,228,09/17/2019,0.0,228.0,0.0,0.0
10954,N120A,R153,01-05-01,UTICA AV,AC,09/19/2019,0,228,09/18/2019,0.0,228.0,0.0,0.0
10955,N120A,R153,01-05-01,UTICA AV,AC,09/20/2019,0,228,09/19/2019,0.0,228.0,0.0,0.0
10957,N120A,R153,01-06-00,UTICA AV,AC,09/15/2019,102339540,112309,09/14/2019,102338416.0,112238.0,1124.0,71.0
10958,N120A,R153,01-06-00,UTICA AV,AC,09/16/2019,102340439,112408,09/15/2019,102339540.0,112309.0,899.0,99.0
10959,N120A,R153,01-06-00,UTICA AV,AC,09/17/2019,102342415,112516,09/16/2019,102340439.0,112408.0,1976.0,108.0
10960,N120A,R153,01-06-00,UTICA AV,AC,09/18/2019,102344566,112653,09/17/2019,102342415.0,112516.0,2151.0,137.0
10961,N120A,R153,01-06-00,UTICA AV,AC,09/19/2019,102346649,112784,09/18/2019,102344566.0,112653.0,2083.0,131.0
10962,N120A,R153,01-06-00,UTICA AV,AC,09/20/2019,102348707,112920,09/19/2019,102346649.0,112784.0,2058.0,136.0
10964,N121B,R438,00-00-00,RALPH AV,C,09/15/2019,5550349,3407589,09/14/2019,5549462.0,3407066.0,887.0,523.0
10965,N121B,R438,00-00-00,RALPH AV,C,09/16/2019,5551040,3408083,09/15/2019,5550349.0,3407589.0,691.0,494.0
10966,N121B,R438,00-00-00,RALPH AV,C,09/17/2019,5552377,3409004,09/16/2019,5551040.0,3408083.0,1337.0,921.0
10967,N121B,R438,00-00-00,RALPH AV,C,09/18/2019,5553698,3409924,09/17/2019,5552377.0,3409004.0,1321.0,920.0
10968,N121B,R438,00-00-00,RALPH AV,C,09/19/2019,5555043,3410902,09/18/2019,5553698.0,3409924.0,1345.0,978.0
10969,N121B,R438,00-00-00,RALPH AV,C,09/20/2019,5556440,3411806,09/19/2019,5555043.0,3410902.0,1397.0,904.0
10971,N121B,R438,00-00-01,RALPH AV,C,09/15/2019,5682953,3493066,09/14/2019,5682051.0,3492596.0,902.0,470.0
10972,N121B,R438,00-00-01,RALPH AV,C,09/16/2019,5683671,3493487,09/15/2019,5682953.0,3493066.0,718.0,421.0
10973,N121B,R438,00-00-01,RALPH AV,C,09/17/2019,5685070,3494238,09/16/2019,5683671.0,3493487.0,1399.0,751.0
10974,N121B,R438,00-00-01,RALPH AV,C,09/18/2019,5686451,3494998,09/17/2019,5685070.0,3494238.0,1381.0,760.0
10975,N121B,R438,00-00-01,RALPH AV,C,09/19/2019,5687878,3495700,09/18/2019,5686451.0,3494998.0,1427.0,702.0
10976,N121B,R438,00-00-01,RALPH AV,C,09/20/2019,5689222,3496511,09/19/2019,5687878.0,3495700.0,1344.0,811.0
10978,N121B,R438,00-00-02,RALPH AV,C,09/15/2019,6947119,5452902,09/14/2019,6946257.0,5452431.0,862.0,471.0
10979,N121B,R438,00-00-02,RALPH AV,C,09/16/2019,6947859,5453302,09/15/2019,6947119.0,5452902.0,740.0,400.0
10980,N121B,R438,00-00-02,RALPH AV,C,09/17/2019,6949235,5454026,09/16/2019,6947859.0,5453302.0,1376.0,724.0
10981,N121B,R438,00-00-02,RALPH AV,C,09/18/2019,6950667,5454719,09/17/2019,6949235.0,5454026.0,1432.0,693.0
10982,N121B,R438,00-00-02,RALPH AV,C,09/19/2019,6952002,5455420,09/18/2019,6950667.0,5454719.0,1335.0,701.0
10983,N121B,R438,00-00-02,RALPH AV,C,09/20/2019,6953389,5456088,09/19/2019,6952002.0,5455420.0,1387.0,668.0
10985,N121B,R438,00-00-03,RALPH AV,C,09/15/2019,9728918,7734083,09/14/2019,9727603.0,7733453.0,1315.0,630.0
10986,N121B,R438,00-00-03,RALPH AV,C,09/16/2019,9730034,7734639,09/15/2019,9728918.0,7734083.0,1116.0,556.0
10987,N121B,R438,00-00-03,RALPH AV,C,09/17/2019,9732039,7735508,09/16/2019,9730034.0,7734639.0,2005.0,869.0
10988,N121B,R438,00-00-03,RALPH AV,C,09/18/2019,9734130,7736356,09/17/2019,9732039.0,7735508.0,2091.0,848.0
10989,N121B,R438,00-00-03,RALPH AV,C,09/19/2019,9736280,7737174,09/18/2019,9734130.0,7736356.0,2150.0,818.0
10990,N121B,R438,00-00-03,RALPH AV,C,09/20/2019,9738343,7737980,09/19/2019,9736280.0,7737174.0,2063.0,806.0
10992,N122,R439,00-00-00,ROCKAWAY AV,C,09/15/2019,6100594,4571029,09/14/2019,6099803.0,4570311.0,791.0,718.0
10993,N122,R439,00-00-00,ROCKAWAY AV,C,09/16/2019,6101293,4571602,09/15/2019,6100594.0,4571029.0,699.0,573.0
10994,N122,R439,00-00-00,ROCKAWAY AV,C,09/17/2019,6102665,4572552,09/16/2019,6101293.0,4571602.0,1372.0,950.0
10995,N122,R439,00-00-00,ROCKAWAY AV,C,09/18/2019,6104037,4573528,09/17/2019,6102665.0,4572552.0,1372.0,976.0
10996,N122,R439,00-00-00,ROCKAWAY AV,C,09/19/2019,6105470,4574561,09/18/2019,6104037.0,4573528.0,1433.0,1033.0
10997,N122,R439,00-00-00,ROCKAWAY AV,C,09/20/2019,6106866,4575547,09/19/2019,6105470.0,4574561.0,1396.0,986.0
10999,N122,R439,00-00-01,ROCKAWAY AV,C,09/15/2019,3313204,2680247,09/14/2019,3312612.0,2679686.0,592.0,561.0
11000,N122,R439,00-00-01,ROCKAWAY AV,C,09/16/2019,3313714,2680727,09/15/2019,3313204.0,2680247.0,510.0,480.0
11001,N122,R439,00-00-01,ROCKAWAY AV,C,09/17/2019,3314787,2681699,09/16/2019,3313714.0,2680727.0,1073.0,972.0
11002,N122,R439,00-00-01,ROCKAWAY AV,C,09/18/2019,3315883,2682639,09/17/2019,3314787.0,2681699.0,1096.0,940.0
11003,N122,R439,00-00-01,ROCKAWAY AV,C,09/19/2019,3316975,2683596,09/18/2019,3315883.0,2682639.0,1092.0,957.0
11004,N122,R439,00-00-01,ROCKAWAY AV,C,09/20/2019,3318108,2684461,09/19/2019,3316975.0,2683596.0,1133.0,865.0
11006,N122,R439,00-00-02,ROCKAWAY AV,C,09/15/2019,4359930,5068879,09/14/2019,4359161.0,5067690.0,769.0,1189.0
11007,N122,R439,00-00-02,ROCKAWAY AV,C,09/16/2019,4360556,5069897,09/15/2019,4359930.0,5068879.0,626.0,1018.0
11008,N122,R439,00-00-02,ROCKAWAY AV,C,09/17/2019,4361965,5071674,09/16/2019,4360556.0,5069897.0,1409.0,1777.0
11009,N122,R439,00-00-02,ROCKAWAY AV,C,09/18/2019,4363357,5073466,09/17/2019,4361965.0,5071674.0,1392.0,1792.0
11010,N122,R439,00-00-02,ROCKAWAY AV,C,09/19/2019,4364728,5075345,09/18/2019,4363357.0,5073466.0,1371.0,1879.0
11011,N122,R439,00-00-02,ROCKAWAY AV,C,09/20/2019,4366111,5077229,09/19/2019,4364728.0,5075345.0,1383.0,1884.0
11013,N123B,R439,01-05-00,ROCKAWAY AV,C,09/15/2019,116,0,09/14/2019,116.0,0.0,0.0,0.0
11014,N123B,R439,01-05-00,ROCKAWAY AV,C,09/16/2019,116,0,09/15/2019,116.0,0.0,0.0,0.0
11015,N123B,R439,01-05-00,ROCKAWAY AV,C,09/17/2019,116,0,09/16/2019,116.0,0.0,0.0,0.0
11016,N123B,R439,01-05-00,ROCKAWAY AV,C,09/18/2019,116,0,09/17/2019,116.0,0.0,0.0,0.0
11017,N123B,R439,01-05-00,ROCKAWAY AV,C,09/19/2019,116,0,09/18/2019,116.0,0.0,0.0,0.0
11018,N123B,R439,01-05-00,ROCKAWAY AV,C,09/20/2019,117,0,09/19/2019,116.0,0.0,1.0,0.0
11020,N123B,R439,01-05-01,ROCKAWAY AV,C,09/15/2019,0,7,09/14/2019,0.0,7.0,0.0,0.0
11021,N123B,R439,01-05-01,ROCKAWAY AV,C,09/16/2019,0,7,09/15/2019,0.0,7.0,0.0,0.0
11022,N123B,R439,01-05-01,ROCKAWAY AV,C,09/17/2019,0,7,09/16/2019,0.0,7.0,0.0,0.0
11023,N123B,R439,01-05-01,ROCKAWAY AV,C,09/18/2019,0,7,09/17/2019,0.0,7.0,0.0,0.0
11024,N123B,R439,01-05-01,ROCKAWAY AV,C,09/19/2019,0,7,09/18/2019,0.0,7.0,0.0,0.0
11025,N123B,R439,01-05-01,ROCKAWAY AV,C,09/20/2019,0,7,09/19/2019,0.0,7.0,0.0,0.0
11027,N123B,R439,01-06-00,ROCKAWAY AV,C,09/15/2019,2594389,245790,09/14/2019,2593820.0,245705.0,569.0,85.0
11028,N123B,R439,01-06-00,ROCKAWAY AV,C,09/16/2019,2594877,245851,09/15/2019,2594389.0,245790.0,488.0,61.0
11029,N123B,R439,01-06-00,ROCKAWAY AV,C,09/17/2019,2595698,245925,09/16/2019,2594877.0,245851.0,821.0,74.0
11030,N123B,R439,01-06-00,ROCKAWAY AV,C,09/18/2019,2596554,246010,09/17/2019,2595698.0,245925.0,856.0,85.0
11031,N123B,R439,01-06-00,ROCKAWAY AV,C,09/19/2019,2597419,246106,09/18/2019,2596554.0,246010.0,865.0,96.0
11032,N123B,R439,01-06-00,ROCKAWAY AV,C,09/20/2019,2598234,246193,09/19/2019,2597419.0,246106.0,815.0,87.0
11034,N123B,R439,01-06-01,ROCKAWAY AV,C,09/15/2019,824488,15211,09/14/2019,823357.0,15158.0,1131.0,53.0
11035,N123B,R439,01-06-01,ROCKAWAY AV,C,09/16/2019,825424,15248,09/15/2019,824488.0,15211.0,936.0,37.0
11036,N123B,R439,01-06-01,ROCKAWAY AV,C,09/17/2019,826919,15290,09/16/2019,825424.0,15248.0,1495.0,42.0
11037,N123B,R439,01-06-01,ROCKAWAY AV,C,09/18/2019,828419,15360,09/17/2019,826919.0,15290.0,1500.0,70.0
11038,N123B,R439,01-06-01,ROCKAWAY AV,C,09/19/2019,829920,15424,09/18/2019,828419.0,15360.0,1501.0,64.0
11039,N123B,R439,01-06-01,ROCKAWAY AV,C,09/20/2019,831544,15487,09/19/2019,829920.0,15424.0,1624.0,63.0
11090,N125,R440,00-00-00,LIBERTY AV,C,09/15/2019,1420218,1583031,09/14/2019,1419921.0,1582585.0,297.0,446.0
11091,N125,R440,00-00-00,LIBERTY AV,C,09/16/2019,1420474,1583409,09/15/2019,1420218.0,1583031.0,256.0,378.0
11092,N125,R440,00-00-00,LIBERTY AV,C,09/17/2019,1421189,1584151,09/16/2019,1420474.0,1583409.0,715.0,742.0
11093,N125,R440,00-00-00,LIBERTY AV,C,09/18/2019,1421889,1584889,09/17/2019,1421189.0,1584151.0,700.0,738.0
11094,N125,R440,00-00-00,LIBERTY AV,C,09/19/2019,1422620,1585594,09/18/2019,1421889.0,1584889.0,731.0,705.0
11095,N125,R440,00-00-00,LIBERTY AV,C,09/20/2019,1423357,1586293,09/19/2019,1422620.0,1585594.0,737.0,699.0
11097,N125,R440,00-00-01,LIBERTY AV,C,09/15/2019,5440575,3586715,09/14/2019,5440288.0,3586526.0,287.0,189.0
11098,N125,R440,00-00-01,LIBERTY AV,C,09/16/2019,5440843,3586881,09/15/2019,5440575.0,3586715.0,268.0,166.0
11099,N125,R440,00-00-01,LIBERTY AV,C,09/17/2019,5441601,3587252,09/16/2019,5440843.0,3586881.0,758.0,371.0
11100,N125,R440,00-00-01,LIBERTY AV,C,09/18/2019,5442421,3587669,09/17/2019,5441601.0,3587252.0,820.0,417.0
11101,N125,R440,00-00-01,LIBERTY AV,C,09/19/2019,5443180,3588054,09/18/2019,5442421.0,3587669.0,759.0,385.0
11102,N125,R440,00-00-01,LIBERTY AV,C,09/20/2019,5443929,3588395,09/19/2019,5443180.0,3588054.0,749.0,341.0
11104,N125,R440,00-00-02,LIBERTY AV,C,09/15/2019,6952081,2517821,09/14/2019,6951274.0,2517546.0,807.0,275.0
11105,N125,R440,00-00-02,LIBERTY AV,C,09/16/2019,6952693,2518050,09/15/2019,6952081.0,2517821.0,612.0,229.0
11106,N125,R440,00-00-02,LIBERTY AV,C,09/17/2019,6954418,2518485,09/16/2019,6952693.0,2518050.0,1725.0,435.0
11107,N125,R440,00-00-02,LIBERTY AV,C,09/18/2019,6956133,2518965,09/17/2019,6954418.0,2518485.0,1715.0,480.0
11108,N125,R440,00-00-02,LIBERTY AV,C,09/19/2019,6957847,2519397,09/18/2019,6956133.0,2518965.0,1714.0,432.0
11109,N125,R440,00-00-02,LIBERTY AV,C,09/20/2019,6959557,2519853,09/19/2019,6957847.0,2519397.0,1710.0,456.0
11132,N127,R442,00-00-00,SHEPHERD AV,C,09/15/2019,7960398,9323548,09/14/2019,7959668.0,9322899.0,730.0,649.0
11133,N127,R442,00-00-00,SHEPHERD AV,C,09/16/2019,7960974,9324144,09/15/2019,7960398.0,9323548.0,576.0,596.0
11134,N127,R442,00-00-00,SHEPHERD AV,C,09/17/2019,7962275,9325136,09/16/2019,7960974.0,9324144.0,1301.0,992.0
11135,N127,R442,00-00-00,SHEPHERD AV,C,09/18/2019,7963625,9326152,09/17/2019,7962275.0,9325136.0,1350.0,1016.0
11136,N127,R442,00-00-00,SHEPHERD AV,C,09/19/2019,7965001,9327189,09/18/2019,7963625.0,9326152.0,1376.0,1037.0
11137,N127,R442,00-00-00,SHEPHERD AV,C,09/20/2019,7966258,9328234,09/19/2019,7965001.0,9327189.0,1257.0,1045.0
11139,N127,R442,00-00-01,SHEPHERD AV,C,09/15/2019,114536,55899,09/14/2019,114034.0,55669.0,502.0,230.0
11140,N127,R442,00-00-01,SHEPHERD AV,C,09/16/2019,114902,56092,09/15/2019,114536.0,55899.0,366.0,193.0
11141,N127,R442,00-00-01,SHEPHERD AV,C,09/17/2019,115822,56586,09/16/2019,114902.0,56092.0,920.0,494.0
11142,N127,R442,00-00-01,SHEPHERD AV,C,09/18/2019,116778,57073,09/17/2019,115822.0,56586.0,956.0,487.0
11143,N127,R442,00-00-01,SHEPHERD AV,C,09/19/2019,117720,57557,09/18/2019,116778.0,57073.0,942.0,484.0
11144,N127,R442,00-00-01,SHEPHERD AV,C,09/20/2019,118695,58046,09/19/2019,117720.0,57557.0,975.0,489.0
11146,N127,R442,00-00-02,SHEPHERD AV,C,09/15/2019,726894,249885,09/14/2019,726286.0,249576.0,608.0,309.0
11147,N127,R442,00-00-02,SHEPHERD AV,C,09/16/2019,727413,250144,09/15/2019,726894.0,249885.0,519.0,259.0
11148,N127,R442,00-00-02,SHEPHERD AV,C,09/17/2019,728645,250588,09/16/2019,727413.0,250144.0,1232.0,444.0
11149,N127,R442,00-00-02,SHEPHERD AV,C,09/18/2019,729896,251019,09/17/2019,728645.0,250588.0,1251.0,431.0
11150,N127,R442,00-00-02,SHEPHERD AV,C,09/19/2019,731181,251474,09/18/2019,729896.0,251019.0,1285.0,455.0
11151,N127,R442,00-00-02,SHEPHERD AV,C,09/20/2019,732422,251883,09/19/2019,731181.0,251474.0,1241.0,409.0
11153,N128,R200,00-00-00,EUCLID AV,AC,09/15/2019,946378,265150,09/14/2019,945678.0,264863.0,700.0,287.0
11154,N128,R200,00-00-00,EUCLID AV,AC,09/16/2019,946955,265400,09/15/2019,946378.0,265150.0,577.0,250.0
11155,N128,R200,00-00-00,EUCLID AV,AC,09/17/2019,948377,265788,09/16/2019,946955.0,265400.0,1422.0,388.0
11156,N128,R200,00-00-00,EUCLID AV,AC,09/18/2019,949812,266193,09/17/2019,948377.0,265788.0,1435.0,405.0
11157,N128,R200,00-00-00,EUCLID AV,AC,09/19/2019,951248,266616,09/18/2019,949812.0,266193.0,1436.0,423.0
11158,N128,R200,00-00-00,EUCLID AV,AC,09/20/2019,952797,267026,09/19/2019,951248.0,266616.0,1549.0,410.0
11160,N128,R200,00-00-01,EUCLID AV,AC,09/15/2019,5937138,1454434,09/14/2019,5936169.0,1454120.0,969.0,314.0
11161,N128,R200,00-00-01,EUCLID AV,AC,09/16/2019,5937942,1454702,09/15/2019,5937138.0,1454434.0,804.0,268.0
11162,N128,R200,00-00-01,EUCLID AV,AC,09/17/2019,5939779,1455199,09/16/2019,5937942.0,1454702.0,1837.0,497.0
11163,N128,R200,00-00-01,EUCLID AV,AC,09/18/2019,5941675,1455733,09/17/2019,5939779.0,1455199.0,1896.0,534.0
11164,N128,R200,00-00-01,EUCLID AV,AC,09/19/2019,5943548,1456173,09/18/2019,5941675.0,1455733.0,1873.0,440.0
11165,N128,R200,00-00-01,EUCLID AV,AC,09/20/2019,5945376,1456684,09/19/2019,5943548.0,1456173.0,1828.0,511.0
11167,N128,R200,00-00-02,EUCLID AV,AC,09/15/2019,313375,107526,09/14/2019,312539.0,107232.0,836.0,294.0
11168,N128,R200,00-00-02,EUCLID AV,AC,09/16/2019,314027,107851,09/15/2019,313375.0,107526.0,652.0,325.0
11169,N128,R200,00-00-02,EUCLID AV,AC,09/17/2019,315693,108397,09/16/2019,314027.0,107851.0,1666.0,546.0
11170,N128,R200,00-00-02,EUCLID AV,AC,09/18/2019,317361,108972,09/17/2019,315693.0,108397.0,1668.0,575.0
11171,N128,R200,00-00-02,EUCLID AV,AC,09/19/2019,319063,109535,09/18/2019,317361.0,108972.0,1702.0,563.0
11172,N128,R200,00-00-02,EUCLID AV,AC,09/20/2019,320661,110069,09/19/2019,319063.0,109535.0,1598.0,534.0
11174,N128,R200,00-00-03,EUCLID AV,AC,09/15/2019,202780,76714,09/14/2019,201908.0,76329.0,872.0,385.0
11175,N128,R200,00-00-03,EUCLID AV,AC,09/16/2019,203502,77007,09/15/2019,202780.0,76714.0,722.0,293.0
11176,N128,R200,00-00-03,EUCLID AV,AC,09/17/2019,205255,77581,09/16/2019,203502.0,77007.0,1753.0,574.0
11177,N128,R200,00-00-03,EUCLID AV,AC,09/18/2019,206969,78171,09/17/2019,205255.0,77581.0,1714.0,590.0
11178,N128,R200,00-00-03,EUCLID AV,AC,09/19/2019,208665,78848,09/18/2019,206969.0,78171.0,1696.0,677.0
11179,N128,R200,00-00-03,EUCLID AV,AC,09/20/2019,210261,79481,09/19/2019,208665.0,78848.0,1596.0,633.0
11181,N128,R200,00-00-04,EUCLID AV,AC,09/15/2019,8424865,4585105,09/14/2019,8423786.0,4584641.0,1079.0,464.0
11182,N128,R200,00-00-04,EUCLID AV,AC,09/16/2019,8425687,4585501,09/15/2019,8424865.0,4585105.0,822.0,396.0
11183,N128,R200,00-00-04,EUCLID AV,AC,09/17/2019,8427864,4586242,09/16/2019,8425687.0,4585501.0,2177.0,741.0
11184,N128,R200,00-00-04,EUCLID AV,AC,09/18/2019,8429829,4586960,09/17/2019,8427864.0,4586242.0,1965.0,718.0
11185,N128,R200,00-00-04,EUCLID AV,AC,09/19/2019,8431841,4587672,09/18/2019,8429829.0,4586960.0,2012.0,712.0
11186,N128,R200,00-00-04,EUCLID AV,AC,09/20/2019,8433794,4588362,09/19/2019,8431841.0,4587672.0,1953.0,690.0
11188,N128,R200,00-00-05,EUCLID AV,AC,09/15/2019,2474074,652887,09/14/2019,2472352.0,652322.0,1722.0,565.0
11189,N128,R200,00-00-05,EUCLID AV,AC,09/16/2019,2475374,653366,09/15/2019,2474074.0,652887.0,1300.0,479.0
11190,N128,R200,00-00-05,EUCLID AV,AC,09/17/2019,2477597,654143,09/16/2019,2475374.0,653366.0,2223.0,777.0
11191,N128,R200,00-00-05,EUCLID AV,AC,09/18/2019,2480164,654845,09/17/2019,2477597.0,654143.0,2567.0,702.0
11192,N128,R200,00-00-05,EUCLID AV,AC,09/19/2019,2482940,655580,09/18/2019,2480164.0,654845.0,2776.0,735.0
11193,N128,R200,00-00-05,EUCLID AV,AC,09/20/2019,2485648,656360,09/19/2019,2482940.0,655580.0,2708.0,780.0
11195,N128,R200,00-05-00,EUCLID AV,AC,09/15/2019,3381,0,09/14/2019,3380.0,0.0,1.0,0.0
11196,N128,R200,00-05-00,EUCLID AV,AC,09/16/2019,3381,0,09/15/2019,3381.0,0.0,0.0,0.0
11197,N128,R200,00-05-00,EUCLID AV,AC,09/17/2019,3382,0,09/16/2019,3381.0,0.0,1.0,0.0
11198,N128,R200,00-05-00,EUCLID AV,AC,09/18/2019,3384,0,09/17/2019,3382.0,0.0,2.0,0.0
11199,N128,R200,00-05-00,EUCLID AV,AC,09/19/2019,3385,0,09/18/2019,3384.0,0.0,1.0,0.0
11200,N128,R200,00-05-00,EUCLID AV,AC,09/20/2019,3385,0,09/19/2019,3385.0,0.0,0.0,0.0
11202,N128,R200,00-05-01,EUCLID AV,AC,09/15/2019,458752,46,09/14/2019,458752.0,46.0,0.0,0.0
11203,N128,R200,00-05-01,EUCLID AV,AC,09/16/2019,458752,46,09/15/2019,458752.0,46.0,0.0,0.0
11204,N128,R200,00-05-01,EUCLID AV,AC,09/17/2019,458752,46,09/16/2019,458752.0,46.0,0.0,0.0
11205,N128,R200,00-05-01,EUCLID AV,AC,09/18/2019,458752,46,09/17/2019,458752.0,46.0,0.0,0.0
11206,N128,R200,00-05-01,EUCLID AV,AC,09/19/2019,458752,46,09/18/2019,458752.0,46.0,0.0,0.0
11207,N128,R200,00-05-01,EUCLID AV,AC,09/20/2019,458752,46,09/19/2019,458752.0,46.0,0.0,0.0
11209,N129,R382,00-00-00,GRANT AV,A,09/15/2019,1208458117,1762297379,09/14/2019,1208457246.0,1762296077.0,871.0,1302.0
11210,N129,R382,00-00-00,GRANT AV,A,09/16/2019,1208458815,1762298534,09/15/2019,1208458117.0,1762297379.0,698.0,1155.0
11211,N129,R382,00-00-00,GRANT AV,A,09/17/2019,1208460053,1762300517,09/16/2019,1208458815.0,1762298534.0,1238.0,1983.0
11212,N129,R382,00-00-00,GRANT AV,A,09/18/2019,1208461247,1762302377,09/17/2019,1208460053.0,1762300517.0,1194.0,1860.0
11213,N129,R382,00-00-00,GRANT AV,A,09/19/2019,1208463039,1762304120,09/18/2019,1208461247.0,1762302377.0,1792.0,1743.0
11214,N129,R382,00-00-00,GRANT AV,A,09/20/2019,1208465133,1762306029,09/19/2019,1208463039.0,1762304120.0,2094.0,1909.0
11216,N129,R382,00-00-01,GRANT AV,A,09/15/2019,9457948,7507130,09/14/2019,9457193.0,7506577.0,755.0,553.0
11217,N129,R382,00-00-01,GRANT AV,A,09/16/2019,9458524,7507569,09/15/2019,9457948.0,7507130.0,576.0,439.0
11218,N129,R382,00-00-01,GRANT AV,A,09/17/2019,9460212,7508501,09/16/2019,9458524.0,7507569.0,1688.0,932.0
11219,N129,R382,00-00-01,GRANT AV,A,09/18/2019,9461585,7509420,09/17/2019,9460212.0,7508501.0,1373.0,919.0
11220,N129,R382,00-00-01,GRANT AV,A,09/19/2019,9462893,7510391,09/18/2019,9461585.0,7509420.0,1308.0,971.0
11221,N129,R382,00-00-01,GRANT AV,A,09/20/2019,9463848,7511414,09/19/2019,9462893.0,7510391.0,955.0,1023.0
11223,N129,R382,00-03-00,GRANT AV,A,09/15/2019,1404066,973851,09/14/2019,1403223.0,973138.0,843.0,713.0
11224,N129,R382,00-03-00,GRANT AV,A,09/16/2019,1404686,974402,09/15/2019,1404066.0,973851.0,620.0,551.0
11225,N129,R382,00-03-00,GRANT AV,A,09/17/2019,1405970,975579,09/16/2019,1404686.0,974402.0,1284.0,1177.0
11226,N129,R382,00-03-00,GRANT AV,A,09/18/2019,1408159,976860,09/17/2019,1405970.0,975579.0,2189.0,1281.0
11227,N129,R382,00-03-00,GRANT AV,A,09/19/2019,1409654,978092,09/18/2019,1408159.0,976860.0,1495.0,1232.0
11228,N129,R382,00-03-00,GRANT AV,A,09/20/2019,1410334,979328,09/19/2019,1409654.0,978092.0,680.0,1236.0
11230,N129,R382,00-03-01,GRANT AV,A,09/15/2019,11088741,8060011,09/14/2019,11087615.0,8059156.0,1126.0,855.0
11231,N129,R382,00-03-01,GRANT AV,A,09/16/2019,11089617,8060726,09/15/2019,11088741.0,8060011.0,876.0,715.0
11232,N129,R382,00-03-01,GRANT AV,A,09/17/2019,11091580,8062145,09/16/2019,11089617.0,8060726.0,1963.0,1419.0
11233,N129,R382,00-03-01,GRANT AV,A,09/18/2019,11092985,8063577,09/17/2019,11091580.0,8062145.0,1405.0,1432.0
11234,N129,R382,00-03-01,GRANT AV,A,09/19/2019,11094442,8064932,09/18/2019,11092985.0,8063577.0,1457.0,1355.0
11235,N129,R382,00-03-01,GRANT AV,A,09/20/2019,11097204,8066351,09/19/2019,11094442.0,8064932.0,2762.0,1419.0
13337,N311,R339,01-00-00,36 ST,MR,09/15/2019,1501598,341501,09/14/2019,1501442.0,341417.0,156.0,84.0
13338,N311,R339,01-00-00,36 ST,MR,09/16/2019,1501708,341529,09/15/2019,1501598.0,341501.0,110.0,28.0
13339,N311,R339,01-00-00,36 ST,MR,09/17/2019,1502137,341611,09/16/2019,1501708.0,341529.0,429.0,82.0
13340,N311,R339,01-00-00,36 ST,MR,09/18/2019,1502606,341697,09/17/2019,1502137.0,341611.0,469.0,86.0
13341,N311,R339,01-00-00,36 ST,MR,09/19/2019,1503063,341792,09/18/2019,1502606.0,341697.0,457.0,95.0
13342,N311,R339,01-00-00,36 ST,MR,09/20/2019,1503499,341890,09/19/2019,1503063.0,341792.0,436.0,98.0
13344,N311,R339,01-00-01,36 ST,MR,09/15/2019,616787,576451,09/14/2019,616685.0,576354.0,102.0,97.0
13345,N311,R339,01-00-01,36 ST,MR,09/16/2019,616856,576516,09/15/2019,616787.0,576451.0,69.0,65.0
13346,N311,R339,01-00-01,36 ST,MR,09/17/2019,617132,576693,09/16/2019,616856.0,576516.0,276.0,177.0
