,C/A,UNIT,SCP,STATION,LINENAME,DATE,ENTRIES,EXITS,PREV_DATE,PREV_ENTRIES,PREV_EXITS,DIFF_ENTRIES,DIFF_EXITS
2082,A081,R028,04-05-00,FULTON ST,ACJZ2345,09/16/2019,2367,0,09/15/2019,2366.0,0.0,1.0,0.0
2083,A081,R028,04-05-00,FULTON ST,ACJZ2345,09/17/2019,2368,0,09/16/2019,2367.0,0.0,1.0,0.0
2084,A081,R028,04-05-00,FULTON ST,ACJZ2345,09/18/2019,2368,0,09/17/2019,2368.0,0.0,0.0,0.0
2085,A081,R028,04-05-00,FULTON ST,ACJZ2345,09/19/2019,2370,0,09/18/2019,2368.0,0.0,2.0,0.0
2086,A081,R028,04-05-00,FULTON ST,ACJZ2345,09/20/2019,2371,0,09/19/2019,2370.0,0.0,1.0,0.0
2088,A081,R028,04-05-01,FULTON ST,ACJZ2345,09/15/2019,1,663,09/14/2019,1.0,662.0,0.0,1.0
2089,A081,R028,04-05-01,FULTON ST,ACJZ2345,09/16/2019,1,664,09/15/2019,1.0,663.0,0.0,1.0
2090,A081,R028,04-05-01,FULTON ST,ACJZ2345,09/17/2019,1,664,09/16/2019,1.0,664.0,0.0,0.0
2091,A081,R028,04-05-01,FULTON ST,ACJZ2345,09/18/2019,1,664,09/17/2019,1.0,664.0,0.0,0.0
2092,A081,R028,04-05-01,FULTON ST,ACJZ2345,09/19/2019,1,664,09/18/2019,1.0,664.0,0.0,0.0
2093,A081,R028,04-05-01,FULTON ST,ACJZ2345,09/20/2019,1,664,09/19/2019,1.0,664.0,0.0,0.0
2095,A082,R028,05-05-00,FULTON ST,ACJZ2345,09/15/2019,33554902,16777216,09/14/2019,33554902.0,16777216.0,0.0,0.0
2096,A082,R028,05-05-00,FULTON ST,ACJZ2345,09/16/2019,33554902,16777216,09/15/2019,33554902.0,16777216.0,0.0,0.0
2097,A082,R028,05-05-00,FULTON ST,ACJZ2345,09/17/2019,33554902,16777216,09/16/2019,33554902.0,16777216.0,0.0,0.0
2098,A082,R028,05-05-00,FULTON ST,ACJZ2345,09/18/2019,33554902,16777216,09/17/2019,33554902.0,16777216.0,0.0,0.0
2099,A082,R028,05-05-00,FULTON ST,ACJZ2345,09/19/2019,33554902,16777216,09/18/2019,33554902.0,16777216.0,0.0,0.0
2100,A082,R028,05-05-00,FULTON ST,ACJZ2345,09/20/2019,33554902,16777216,09/19/2019,33554902.0,16777216.0,0.0,0.0
2102,A082,R028,05-05-01,FULTON ST,ACJZ2345,09/15/2019,1,548,09/14/2019,1.0,548.0,0.0,0.0
2103,A082,R028,05-05-01,FULTON ST,ACJZ2345,09/16/2019,1,548,09/15/2019,1.0,548.0,0.0,0.0
2104,A082,R028,05-05-01,FULTON ST,ACJZ2345,09/17/2019,1,548,09/16/2019,1.0,548.0,0.0,0.0
2105,A082,R028,05-05-01,FULTON ST,ACJZ2345,09/18/2019,1,548,09/17/2019,1.0,548.0,0.0,0.0
2106,A082,R028,05-05-01,FULTON ST,ACJZ2345,09/19/2019,1,548,09/18/2019,1.0,548.0,0.0,0.0
2107,A082,R028,05-05-01,FULTON ST,ACJZ2345,09/20/2019,1,548,09/19/2019,1.0,548.0,0.0,0.0
2109,A082,R028,05-06-00,FULTON ST,ACJZ2345,09/15/2019,4167736,162319,09/14/2019,4167575.0,162291.0,161.0,28.0
2110,A082,R028,05-06-00,FULTON ST,ACJZ2345,09/16/2019,4167898,162327,09/15/2019,4167736.0,162319.0,162.0,8.0
2111,A082,R028,05-06-00,FULTON ST,ACJZ2345,09/17/2019,4168564,162364,09/16/2019,4167898.0,162327.0,666.0,37.0
2112,A082,R028,05-06-00,FULTON ST,ACJZ2345,09/18/2019,4169187,162395,09/17/2019,4168564.0,162364.0,623.0,31.0
2113,A082,R028,05-06-00,FULTON ST,ACJZ2345,09/19/2019,4169861,162423,09/18/2019,4169187.0,162395.0,674.0,28.0
2114,A082,R028,05-06-00,FULTON ST,ACJZ2345,09/20/2019,4170528,162457,09/19/2019,4169861.0,162423.0,667.0,34.0
2116,A082,R028,05-06-01,FULTON ST,ACJZ2345,09/15/2019,750171,273393,09/14/2019,749812.0,273358.0,359.0,35.0
2117,A082,R028,05-06-01,FULTON ST,ACJZ2345,09/16/2019,750463,273423,09/15/2019,750171.0,273393.0,292.0,30.0
2118,A082,R028,05-06-01,FULTON ST,ACJZ2345,09/17/2019,751526,273601,09/16/2019,750463.0,273423.0,1063.0,178.0
2119,A082,R028,05-06-01,FULTON ST,ACJZ2345,09/18/2019,752525,273815,09/17/2019,751526.0,273601.0,999.0,214.0
2120,A082,R028,05-06-01,FULTON ST,ACJZ2345,09/19/2019,753551,274039,09/18/2019,752525.0,273815.0,1026.0,224.0
2121,A082,R028,05-06-01,FULTON ST,ACJZ2345,09/20/2019,754545,274187,09/19/2019,753551.0,274039.0,994.0,148.0
2235,B009,R411,00-00-00,PARK PLACE,S,09/15/2019,6543750,5769092,09/14/2019,6543368.0,5768687.0,382.0,405.0
2236,B009,R411,00-00-00,PARK PLACE,S,09/16/2019,6544073,5769452,09/15/2019,6543750.0,5769092.0,323.0,360.0
2237,B009,R411,00-00-00,PARK PLACE,S,09/17/2019,6544851,5770202,09/16/2019,6544073.0,5769452.0,778.0,750.0
2238,B009,R411,00-00-00,PARK PLACE,S,09/18/2019,6545698,5770937,09/17/2019,6544851.0,5770202.0,847.0,735.0
2239,B009,R411,00-00-00,PARK PLACE,S,09/19/2019,6546508,5771721,09/18/2019,6545698.0,5770937.0,810.0,784.0
2240,B009,R411,00-00-00,PARK PLACE,S,09/20/2019,6547349,5772459,09/19/2019,6546508.0,5771721.0,841.0,738.0
2242,B009,R411,00-00-01,PARK PLACE,S,09/15/2019,2416505,3500153,09/14/2019,2416283.0,3499816.0,222.0,337.0
2243,B009,R411,00-00-01,PARK PLACE,S,09/16/2019,2416671,3500463,09/15/2019,2416505.0,3500153.0,166.0,310.0
2244,B009,R411,00-00-01,PARK PLACE,S,09/17/2019,2417035,3500947,09/16/2019,2416671.0,3500463.0,364.0,484.0
2245,B009,R411,00-00-01,PARK PLACE,S,09/18/2019,2417417,3501513,09/17/2019,2417035.0,3500947.0,382.0,566.0
2246,B009,R411,00-00-01,PARK PLACE,S,09/19/2019,2417789,3502032,09/18/2019,2417417.0,3501513.0,372.0,519.0
2247,B009,R411,00-00-01,PARK PLACE,S,09/20/2019,2418190,3502548,09/19/2019,2417789.0,3502032.0,401.0,516.0
2249,B009,R411,00-00-02,PARK PLACE,S,09/15/2019,4299800,5135390,09/14/2019,4299424.0,5134959.0,376.0,431.0
2250,B009,R411,00-00-02,PARK PLACE,S,09/16/2019,4300100,5135741,09/15/2019,4299800.0,5135390.0,300.0,351.0
2251,B009,R411,00-00-02,PARK PLACE,S,09/17/2019,4300713,5136367,09/16/2019,4300100.0,5135741.0,613.0,626.0
2252,B009,R411,00-00-02,PARK PLACE,S,09/18/2019,4301287,5137053,09/17/2019,4300713.0,5136367.0,574.0,686.0
2253,B009,R411,00-00-02,PARK PLACE,S,09/19/2019,4301918,5137724,09/18/2019,4301287.0,5137053.0,631.0,671.0
2254,B009,R411,00-00-02,PARK PLACE,S,09/20/2019,4302554,5138393,09/19/2019,4301918.0,5137724.0,636.0,669.0
2256,B009,R411,00-05-00,PARK PLACE,S,09/15/2019,659,0,09/14/2019,657.0,0.0,2.0,0.0
2257,B009,R411,00-05-00,PARK PLACE,S,09/16/2019,659,0,09/15/2019,659.0,0.0,0.0,0.0
2258,B009,R411,00-05-00,PARK PLACE,S,09/17/2019,659,0,09/16/2019,659.0,0.0,0.0,0.0
2259,B009,R411,00-05-00,PARK PLACE,S,09/18/2019,659,0,09/17/2019,659.0,0.0,0.0,0.0
2260,B009,R411,00-05-00,PARK PLACE,S,09/19/2019,659,0,09/18/2019,659.0,0.0,0.0,0.0
2261,B009,R411,00-05-00,PARK PLACE,S,09/20/2019,660,0,09/19/2019,659.0,0.0,1.0,0.0
2263,B009,R411,00-05-01,PARK PLACE,S,09/15/2019,359,1119,09/14/2019,359.0,1118.0,0.0,1.0
2264,B009,R411,00-05-01,PARK PLACE,S,09/16/2019,359,1119,09/15/2019,359.0,1119.0,0.0,0.0
2265,B009,R411,00-05-01,PARK PLACE,S,09/17/2019,359,1119,09/16/2019,359.0,1119.0,0.0,0.0
2266,B009,R411,00-05-01,PARK PLACE,S,09/18/2019,359,1119,09/17/2019,359.0,1119.0,0.0,0.0
2267,B009,R411,00-05-01,PARK PLACE,S,09/19/2019,359,1119,09/18/2019,359.0,1119.0,0.0,0.0
2268,B009,R411,00-05-01,PARK PLACE,S,09/20/2019,359,1119,09/19/2019,359.0,1119.0,0.0,0.0
2270,B010,R412,00-00-00,BOTANIC GARDEN,S2345,09/15/2019,3231,5200,09/14/2019,2799.0,3842.0,432.0,1358.0
2271,B010,R412,00-00-00,BOTANIC GARDEN,S2345,09/16/2019,3556,6266,09/15/2019,3231.0,5200.0,325.0,1066.0
2272,B010,R412,00-00-00,BOTANIC GARDEN,S2345,09/17/2019,4612,7473,09/16/2019,3556.0,6266.0,1056.0,1207.0
2273,B010,R412,00-00-00,BOTANIC GARDEN,S2345,09/18/2019,5627,8902,09/17/2019,4612.0,7473.0,1015.0,1429.0
2274,B010,R412,00-00-00,BOTANIC GARDEN,S2345,09/19/2019,6729,10268,09/18/2019,5627.0,8902.0,1102.0,1366.0
2275,B010,R412,00-00-00,BOTANIC GARDEN,S2345,09/20/2019,7777,11621,09/19/2019,6729.0,10268.0,1048.0,1353.0
2277,B010,R412,00-03-00,BOTANIC GARDEN,S2345,09/15/2019,5393073,2026562,09/14/2019,5392862.0,2026358.0,211.0,204.0
2278,B010,R412,00-03-00,BOTANIC GARDEN,S2345,09/16/2019,5393215,2026721,09/15/2019,5393073.0,2026562.0,142.0,159.0
2279,B010,R412,00-03-00,BOTANIC GARDEN,S2345,09/17/2019,5393592,2026967,09/16/2019,5393215.0,2026721.0,377.0,246.0
2280,B010,R412,00-03-00,BOTANIC GARDEN,S2345,09/18/2019,5393995,2027212,09/17/2019,5393592.0,2026967.0,403.0,245.0
2281,B010,R412,00-03-00,BOTANIC GARDEN,S2345,09/19/2019,5394398,2027493,09/18/2019,5393995.0,2027212.0,403.0,281.0
2282,B010,R412,00-03-00,BOTANIC GARDEN,S2345,09/20/2019,5394799,2027720,09/19/2019,5394398.0,2027493.0,401.0,227.0
2284,B010,R412,00-03-01,BOTANIC GARDEN,S2345,09/15/2019,302977,380378,09/14/2019,302865.0,380194.0,112.0,184.0
2285,B010,R412,00-03-01,BOTANIC GARDEN,S2345,09/16/2019,303060,380500,09/15/2019,302977.0,380378.0,83.0,122.0
2286,B010,R412,00-03-01,BOTANIC GARDEN,S2345,09/17/2019,303217,380698,09/16/2019,303060.0,380500.0,157.0,198.0
2287,B010,R412,00-03-01,BOTANIC GARDEN,S2345,09/18/2019,303396,380904,09/17/2019,303217.0,380698.0,179.0,206.0
2288,B010,R412,00-03-01,BOTANIC GARDEN,S2345,09/19/2019,303587,381136,09/18/2019,303396.0,380904.0,191.0,232.0
2289,B010,R412,00-03-01,BOTANIC GARDEN,S2345,09/20/2019,303766,381340,09/19/2019,303587.0,381136.0,179.0,204.0
2291,B010,R412,00-03-02,BOTANIC GARDEN,S2345,09/15/2019,108978,676651,09/14/2019,108942.0,676418.0,36.0,233.0
2292,B010,R412,00-03-02,BOTANIC GARDEN,S2345,09/16/2019,109015,676846,09/15/2019,108978.0,676651.0,37.0,195.0
2293,B010,R412,00-03-02,BOTANIC GARDEN,S2345,09/17/2019,109060,677275,09/16/2019,109015.0,676846.0,45.0,429.0
2294,B010,R412,00-03-02,BOTANIC GARDEN,S2345,09/18/2019,109141,677723,09/17/2019,109060.0,677275.0,81.0,448.0
2295,B010,R412,00-03-02,BOTANIC GARDEN,S2345,09/19/2019,109213,678176,09/18/2019,109141.0,677723.0,72.0,453.0
2296,B010,R412,00-03-02,BOTANIC GARDEN,S2345,09/20/2019,109295,678652,09/19/2019,109213.0,678176.0,82.0,476.0
2298,B012,R196,00-00-00,PROSPECT PARK,BQS,09/15/2019,1568894433,786379439,09/14/2019,1568893190.0,786380734.0,1243.0,1295.0
2299,B012,R196,00-00-00,PROSPECT PARK,BQS,09/16/2019,1568895523,786378125,09/15/2019,1568894433.0,786379439.0,1090.0,1314.0
2300,B012,R196,00-00-00,PROSPECT PARK,BQS,09/17/2019,1568897293,786376599,09/16/2019,1568895523.0,786378125.0,1770.0,1526.0
2301,B012,R196,00-00-00,PROSPECT PARK,BQS,09/18/2019,1568899133,786375065,09/17/2019,1568897293.0,786376599.0,1840.0,1534.0
2302,B012,R196,00-00-00,PROSPECT PARK,BQS,09/19/2019,1568900887,786373433,09/18/2019,1568899133.0,786375065.0,1754.0,1632.0
2303,B012,R196,00-00-00,PROSPECT PARK,BQS,09/20/2019,1568902588,786371791,09/19/2019,1568900887.0,786373433.0,1701.0,1642.0
2305,B012,R196,00-00-01,PROSPECT PARK,BQS,09/15/2019,6527537,2513673,09/14/2019,6526205.0,2512887.0,1332.0,786.0
2306,B012,R196,00-00-01,PROSPECT PARK,BQS,09/16/2019,6528582,2514503,09/15/2019,6527537.0,2513673.0,1045.0,830.0
2307,B012,R196,00-00-01,PROSPECT PARK,BQS,09/17/2019,6530323,2515368,09/16/2019,6528582.0,2514503.0,1741.0,865.0
2308,B012,R196,00-00-01,PROSPECT PARK,BQS,09/18/2019,6532169,2516392,09/17/2019,6530323.0,2515368.0,1846.0,1024.0
2309,B012,R196,00-00-01,PROSPECT PARK,BQS,09/19/2019,6534019,2517367,09/18/2019,6532169.0,2516392.0,1850.0,975.0
2310,B012,R196,00-00-01,PROSPECT PARK,BQS,09/20/2019,6535810,2518305,09/19/2019,6534019.0,2517367.0,1791.0,938.0
2312,B012,R196,00-03-00,PROSPECT PARK,BQS,09/15/2019,1512690,3684580,09/14/2019,1512149.0,3683379.0,541.0,1201.0
2313,B012,R196,00-03-00,PROSPECT PARK,BQS,09/16/2019,1513210,3685796,09/15/2019,1512690.0,3684580.0,520.0,1216.0
2314,B012,R196,00-03-00,PROSPECT PARK,BQS,09/17/2019,1513979,3687524,09/16/2019,1513210.0,3685796.0,769.0,1728.0
2315,B012,R196,00-03-00,PROSPECT PARK,BQS,09/18/2019,1514716,3689231,09/17/2019,1513979.0,3687524.0,737.0,1707.0
2316,B012,R196,00-03-00,PROSPECT PARK,BQS,09/19/2019,1515476,3690981,09/18/2019,1514716.0,3689231.0,760.0,1750.0
2317,B012,R196,00-03-00,PROSPECT PARK,BQS,09/20/2019,1516277,3692676,09/19/2019,1515476.0,3690981.0,801.0,1695.0
2319,B013,R196,01-00-00,PROSPECT PARK,BQS,09/15/2019,8026907,16719385,09/14/2019,8025802.0,16717340.0,1105.0,2045.0
2320,B013,R196,01-00-00,PROSPECT PARK,BQS,09/16/2019,8028188,16721496,09/15/2019,8026907.0,16719385.0,1281.0,2111.0
2321,B013,R196,01-00-00,PROSPECT PARK,BQS,09/17/2019,8029600,16724732,09/16/2019,8028188.0,16721496.0,1412.0,3236.0
2322,B013,R196,01-00-00,PROSPECT PARK,BQS,09/18/2019,8031125,16728167,09/17/2019,8029600.0,16724732.0,1525.0,3435.0
2323,B013,R196,01-00-00,PROSPECT PARK,BQS,09/19/2019,8032639,16731561,09/18/2019,8031125.0,16728167.0,1514.0,3394.0
2324,B013,R196,01-00-00,PROSPECT PARK,BQS,09/20/2019,8034163,16734873,09/19/2019,8032639.0,16731561.0,1524.0,3312.0
2326,B013,R196,01-00-01,PROSPECT PARK,BQS,09/15/2019,13678887,10075559,09/14/2019,13677026.0,10074360.0,1861.0,1199.0
2327,B013,R196,01-00-01,PROSPECT PARK,BQS,09/16/2019,13680951,10076782,09/15/2019,13678887.0,10075559.0,2064.0,1223.0
2328,B013,R196,01-00-01,PROSPECT PARK,BQS,09/17/2019,13683381,10078496,09/16/2019,13680951.0,10076782.0,2430.0,1714.0
2329,B013,R196,01-00-01,PROSPECT PARK,BQS,09/18/2019,13685906,10080350,09/17/2019,13683381.0,10078496.0,2525.0,1854.0
2330,B013,R196,01-00-01,PROSPECT PARK,BQS,09/19/2019,13688426,10082187,09/18/2019,13685906.0,10080350.0,2520.0,1837.0
2331,B013,R196,01-00-01,PROSPECT PARK,BQS,09/20/2019,13690932,10084097,09/19/2019,13688426.0,10082187.0,2506.0,1910.0
2333,B013,R196,01-00-02,PROSPECT PARK,BQS,09/15/2019,15267335,8443394,09/14/2019,15265160.0,8442629.0,2175.0,765.0
2334,B013,R196,01-00-02,PROSPECT PARK,BQS,09/16/2019,15269465,8444243,09/15/2019,15267335.0,8443394.0,2130.0,849.0
2335,B013,R196,01-00-02,PROSPECT PARK,BQS,09/17/2019,15272313,8445333,09/16/2019,15269465.0,8444243.0,2848.0,1090.0
2336,B013,R196,01-00-02,PROSPECT PARK,BQS,09/18/2019,15275321,8446487,09/17/2019,15272313.0,8445333.0,3008.0,1154.0
2337,B013,R196,01-00-02,PROSPECT PARK,BQS,09/19/2019,15278379,8447649,09/18/2019,15275321.0,8446487.0,3058.0,1162.0
2338,B013,R196,01-00-02,PROSPECT PARK,BQS,09/20/2019,15281471,8448792,09/19/2019,15278379.0,8447649.0,3092.0,1143.0
2340,B013,R196,01-05-00,PROSPECT PARK,BQS,09/15/2019,4816,0,09/14/2019,4816.0,0.0,0.0,0.0
2341,B013,R196,01-05-00,PROSPECT PARK,BQS,09/16/2019,4819,0,09/15/2019,4816.0,0.0,3.0,0.0
2342,B013,R196,01-05-00,PROSPECT PARK,BQS,09/17/2019,4821,0,09/16/2019,4819.0,0.0,2.0,0.0
2343,B013,R196,01-05-00,PROSPECT PARK,BQS,09/18/2019,4822,0,09/17/2019,4821.0,0.0,1.0,0.0
2344,B013,R196,01-05-00,PROSPECT PARK,BQS,09/19/2019,4823,0,09/18/2019,4822.0,0.0,1.0,0.0
2345,B013,R196,01-05-00,PROSPECT PARK,BQS,09/20/2019,4824,0,09/19/2019,4823.0,0.0,1.0,0.0
2347,B013,R196,01-05-01,PROSPECT PARK,BQS,09/15/2019,14,1883,09/14/2019,14.0,1883.0,0.0,0.0
2348,B013,R196,01-05-01,PROSPECT PARK,BQS,09/16/2019,14,1883,09/15/2019,14.0,1883.0,0.0,0.0
2349,B013,R196,01-05-01,PROSPECT PARK,BQS,09/17/2019,14,1884,09/16/2019,14.0,1883.0,0.0,1.0
2350,B013,R196,01-05-01,PROSPECT PARK,BQS,09/18/2019,14,1885,09/17/2019,14.0,1884.0,0.0,1.0
2351,B013,R196,01-05-01,PROSPECT PARK,BQS,09/19/2019,14,1885,09/18/2019,14.0,1885.0,0.0,0.0
2352,B013,R196,01-05-01,PROSPECT PARK,BQS,09/20/2019,14,1887,09/19/2019,14.0,1885.0,0.0,2.0
2354,B014,R148,00-00-00,PARKSIDE AV,BQ,09/15/2019,10557041,17085990,09/14/2019,10555742.0,17083904.0,1299.0,2086.0
2355,B014,R148,00-00-00,PARKSIDE AV,BQ,09/16/2019,10558176,17087936,09/15/2019,10557041.0,17085990.0,1135.0,1946.0
2356,B014,R148,00-00-00,PARKSIDE AV,BQ,09/17/2019,10559737,17090408,09/16/2019,10558176.0,17087936.0,1561.0,2472.0
2357,B014,R148,00-00-00,PARKSIDE AV,BQ,09/18/2019,10561381,17092807,09/17/2019,10559737.0,17090408.0,1644.0,2399.0
2358,B014,R148,00-00-00,PARKSIDE AV,BQ,09/19/2019,10563018,17095260,09/18/2019,10561381.0,17092807.0,1637.0,2453.0
2359,B014,R148,00-00-00,PARKSIDE AV,BQ,09/20/2019,10564814,17097669,09/19/2019,10563018.0,17095260.0,1796.0,2409.0
2361,B014,R148,00-00-01,PARKSIDE AV,BQ,09/15/2019,15648254,9482341,09/14/2019,15646059.0,9481293.0,2195.0,1048.0
2362,B014,R148,00-00-01,PARKSIDE AV,BQ,09/16/2019,15650190,9483265,09/15/2019,15648254.0,9482341.0,1936.0,924.0
2363,B014,R148,00-00-01,PARKSIDE AV,BQ,09/17/2019,15652686,9484480,09/16/2019,15650190.0,9483265.0,2496.0,1215.0
2364,B014,R148,00-00-01,PARKSIDE AV,BQ,09/18/2019,15655259,9485740,09/17/2019,15652686.0,9484480.0,2573.0,1260.0
2365,B014,R148,00-00-01,PARKSIDE AV,BQ,09/19/2019,15657765,9486954,09/18/2019,15655259.0,9485740.0,2506.0,1214.0
2366,B014,R148,00-00-01,PARKSIDE AV,BQ,09/20/2019,15660305,9488184,09/19/2019,15657765.0,9486954.0,2540.0,1230.0
2368,B014,R148,00-00-02,PARKSIDE AV,BQ,09/15/2019,14613845,9045076,09/14/2019,14611543.0,9044272.0,2302.0,804.0
2369,B014,R148,00-00-02,PARKSIDE AV,BQ,09/16/2019,14615761,9045874,09/15/2019,14613845.0,9045076.0,1916.0,798.0
2370,B014,R148,00-00-02,PARKSIDE AV,BQ,09/17/2019,14618393,9046861,09/16/2019,14615761.0,9045874.0,2632.0,987.0
2371,B014,R148,00-00-02,PARKSIDE AV,BQ,09/18/2019,14621129,9047903,09/17/2019,14618393.0,9046861.0,2736.0,1042.0
2372,B014,R148,00-00-02,PARKSIDE AV,BQ,09/19/2019,14623863,9048971,09/18/2019,14621129.0,9047903.0,2734.0,1068.0
2373,B014,R148,00-00-02,PARKSIDE AV,BQ,09/20/2019,14626497,9050069,09/19/2019,14623863.0,9048971.0,2634.0,1098.0
2375,B015,R098,01-00-00,CHURCH AV,BQ,09/15/2019,3410938,2004891,09/14/2019,3410479.0,2004581.0,459.0,310.0
2376,B015,R098,01-00-00,CHURCH AV,BQ,09/16/2019,3411301,2005225,09/15/2019,3410938.0,2004891.0,363.0,334.0
2377,B015,R098,01-00-00,CHURCH AV,BQ,09/17/2019,3412139,2005757,09/16/2019,3411301.0,2005225.0,838.0,532.0
2378,B015,R098,01-00-00,CHURCH AV,BQ,09/18/2019,3413045,2006355,09/17/2019,3412139.0,2005757.0,906.0,598.0
2379,B015,R098,01-00-00,CHURCH AV,BQ,09/19/2019,3413975,2007011,09/18/2019,3413045.0,2006355.0,930.0,656.0
2380,B015,R098,01-00-00,CHURCH AV,BQ,09/20/2019,3414698,2007567,09/19/2019,3413975.0,2007011.0,723.0,556.0
2382,B015,R098,01-00-01,CHURCH AV,BQ,09/15/2019,6939376,2211151,09/14/2019,6938653.0,2210965.0,723.0,186.0
2383,B015,R098,01-00-01,CHURCH AV,BQ,09/16/2019,6939955,2211343,09/15/2019,6939376.0,2211151.0,579.0,192.0
2384,B015,R098,01-00-01,CHURCH AV,BQ,09/17/2019,6941257,2211631,09/16/2019,6939955.0,2211343.0,1302.0,288.0
2385,B015,R098,01-00-01,CHURCH AV,BQ,09/18/2019,6942603,2211881,09/17/2019,6941257.0,2211631.0,1346.0,250.0
2386,B015,R098,01-00-01,CHURCH AV,BQ,09/19/2019,6944070,2212182,09/18/2019,6942603.0,2211881.0,1467.0,301.0
2387,B015,R098,01-00-01,CHURCH AV,BQ,09/20/2019,6945488,2212500,09/19/2019,6944070.0,2212182.0,1418.0,318.0
2389,B015,R098,01-00-02,CHURCH AV,BQ,09/15/2019,7036785,1389300,09/14/2019,7036242.0,1389191.0,543.0,109.0
2390,B015,R098,01-00-02,CHURCH AV,BQ,09/16/2019,7037202,1389416,09/15/2019,7036785.0,1389300.0,417.0,116.0
2391,B015,R098,01-00-02,CHURCH AV,BQ,09/17/2019,7038136,1389561,09/16/2019,7037202.0,1389416.0,934.0,145.0
2392,B015,R098,01-00-02,CHURCH AV,BQ,09/18/2019,7039112,1389730,09/17/2019,7038136.0,1389561.0,976.0,169.0
2393,B015,R098,01-00-02,CHURCH AV,BQ,09/19/2019,7040111,1389843,09/18/2019,7039112.0,1389730.0,999.0,113.0
2394,B015,R098,01-00-02,CHURCH AV,BQ,09/20/2019,7041229,1389988,09/19/2019,7040111.0,1389843.0,1118.0,145.0
2396,B015,R098,01-00-03,CHURCH AV,BQ,09/15/2019,8349178,573802,09/14/2019,8348455.0,573732.0,723.0,70.0
2397,B015,R098,01-00-03,CHURCH AV,BQ,09/16/2019,8349765,573854,09/15/2019,8349178.0,573802.0,587.0,52.0
2398,B015,R098,01-00-03,CHURCH AV,BQ,09/17/2019,8350993,573940,09/16/2019,8349765.0,573854.0,1228.0,86.0
2399,B015,R098,01-00-03,CHURCH AV,BQ,09/18/2019,8352315,574014,09/17/2019,8350993.0,573940.0,1322.0,74.0
2400,B015,R098,01-00-03,CHURCH AV,BQ,09/19/2019,8353474,574063,09/18/2019,8352315.0,574014.0,1159.0,49.0
2401,B015,R098,01-00-03,CHURCH AV,BQ,09/20/2019,8354825,574149,09/19/2019,8353474.0,574063.0,1351.0,86.0
2403,B015,R098,01-03-00,CHURCH AV,BQ,09/15/2019,2240713,2051379,09/14/2019,2240114.0,2050909.0,599.0,470.0
2404,B015,R098,01-03-00,CHURCH AV,BQ,09/16/2019,2241215,2051817,09/15/2019,2240713.0,2051379.0,502.0,438.0
2405,B015,R098,01-03-00,CHURCH AV,BQ,09/17/2019,2242212,2052652,09/16/2019,2241215.0,2051817.0,997.0,835.0
2406,B015,R098,01-03-00,CHURCH AV,BQ,09/18/2019,2243279,2053504,09/17/2019,2242212.0,2052652.0,1067.0,852.0
2407,B015,R098,01-03-00,CHURCH AV,BQ,09/19/2019,2244362,2054356,09/18/2019,2243279.0,2053504.0,1083.0,852.0
2408,B015,R098,01-03-00,CHURCH AV,BQ,09/20/2019,2245468,2055214,09/19/2019,2244362.0,2054356.0,1106.0,858.0
2410,B015,R098,01-03-01,CHURCH AV,BQ,09/15/2019,3264557,17044968,09/14/2019,3264249.0,17043203.0,308.0,1765.0
2411,B015,R098,01-03-01,CHURCH AV,BQ,09/16/2019,3264820,17046596,09/15/2019,3264557.0,17044968.0,263.0,1628.0
2412,B015,R098,01-03-01,CHURCH AV,BQ,09/17/2019,3265425,17049609,09/16/2019,3264820.0,17046596.0,605.0,3013.0
2413,B015,R098,01-03-01,CHURCH AV,BQ,09/18/2019,3265978,17052681,09/17/2019,3265425.0,17049609.0,553.0,3072.0
2414,B015,R098,01-03-01,CHURCH AV,BQ,09/19/2019,3266680,17055760,09/18/2019,3265978.0,17052681.0,702.0,3079.0
2415,B015,R098,01-03-01,CHURCH AV,BQ,09/20/2019,3267383,17058829,09/19/2019,3266680.0,17055760.0,703.0,3069.0
2417,B015,R098,01-06-00,CHURCH AV,BQ,09/15/2019,240176,1504739,09/14/2019,240161.0,1504421.0,15.0,318.0
2418,B015,R098,01-06-00,CHURCH AV,BQ,09/16/2019,240184,1505037,09/15/2019,240176.0,1504739.0,8.0,298.0
2419,B015,R098,01-06-00,CHURCH AV,BQ,09/17/2019,240218,1505562,09/16/2019,240184.0,1505037.0,34.0,525.0
2420,B015,R098,01-06-00,CHURCH AV,BQ,09/18/2019,240243,1506043,09/17/2019,240218.0,1505562.0,25.0,481.0
2421,B015,R098,01-06-00,CHURCH AV,BQ,09/19/2019,240283,1506588,09/18/2019,240243.0,1506043.0,40.0,545.0
2422,B015,R098,01-06-00,CHURCH AV,BQ,09/20/2019,240315,1507182,09/19/2019,240283.0,1506588.0,32.0,594.0
2424,B016,R098,00-00-00,CHURCH AV,BQ,09/15/2019,9021302,17641388,09/14/2019,9020556.0,17639865.0,746.0,1523.0
2425,B016,R098,00-00-00,CHURCH AV,BQ,09/16/2019,9021859,17642563,09/15/2019,9021302.0,17641388.0,557.0,1175.0
2426,B016,R098,00-00-00,CHURCH AV,BQ,09/17/2019,9022804,17644917,09/16/2019,9021859.0,17642563.0,945.0,2354.0
2427,B016,R098,00-00-00,CHURCH AV,BQ,09/18/2019,9023707,17647388,09/17/2019,9022804.0,17644917.0,903.0,2471.0
