,C/A,UNIT,SCP,STATION,LINENAME,DATE,ENTRIES,EXITS,PREV_DATE,PREV_ENTRIES,PREV_EXITS,DIFF_ENTRIES,DIFF_EXITS,stationline,Latitude,Longitude
3136,N114,R297,01-05-00,FRANKLIN AV,ACS,09/20/2019,4007,0,09/19/2019,4007.0,0.0,0.0,0.0,FRANKLIN AV ACS station NYC,40.6814692,-73.9557224
3137,N114,R297,01-05-01,FRANKLIN AV,ACS,09/15/2019,67108864,16777284,09/14/2019,67108864.0,16777284.0,0.0,0.0,FRANKLIN AV ACS station NYC,40.6814692,-73.9557224
3138,N114,R297,01-05-01,FRANKLIN AV,ACS,09/16/2019,67108864,16777284,09/15/2019,67108864.0,16777284.0,0.0,0.0,FRANKLIN AV ACS station NYC,40.6814692,-73.9557224
3139,N114,R297,01-05-01,FRANKLIN AV,ACS,09/17/2019,67108864,16777284,09/16/2019,67108864.0,16777284.0,0.0,0.0,FRANKLIN AV ACS station NYC,40.6814692,-73.9557224
3140,N114,R297,01-05-01,FRANKLIN AV,ACS,09/18/2019,67108864,16777284,09/17/2019,67108864.0,16777284.0,0.0,0.0,FRANKLIN AV ACS station NYC,40.6814692,-73.9557224
3141,N114,R297,01-05-01,FRANKLIN AV,ACS,09/19/2019,67108864,16777284,09/18/2019,67108864.0,16777284.0,0.0,0.0,FRANKLIN AV ACS station NYC,40.6814692,-73.9557224
3142,N114,R297,01-05-01,FRANKLIN AV,ACS,09/20/2019,67108864,16777284,09/19/2019,67108864.0,16777284.0,0.0,0.0,FRANKLIN AV ACS station NYC,40.6814692,-73.9557224
3143,N116,R198,00-00-00,NOSTRAND AV,AC,09/15/2019,1939634,475176,09/14/2019,1936859.0,474458.0,2775.0,718.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3144,N116,R198,00-00-00,NOSTRAND AV,AC,09/16/2019,1941869,475870,09/15/2019,1939634.0,475176.0,2235.0,694.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3145,N116,R198,00-00-00,NOSTRAND AV,AC,09/17/2019,1945679,476718,09/16/2019,1941869.0,475870.0,3810.0,848.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3146,N116,R198,00-00-00,NOSTRAND AV,AC,09/18/2019,1949650,477622,09/17/2019,1945679.0,476718.0,3971.0,904.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3147,N116,R198,00-00-00,NOSTRAND AV,AC,09/19/2019,1953604,478602,09/18/2019,1949650.0,477622.0,3954.0,980.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3148,N116,R198,00-00-00,NOSTRAND AV,AC,09/20/2019,1957649,479460,09/19/2019,1953604.0,478602.0,4045.0,858.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3149,N116,R198,00-00-01,NOSTRAND AV,AC,09/15/2019,8293252,2149490,09/14/2019,8290916.0,2148961.0,2336.0,529.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3150,N116,R198,00-00-01,NOSTRAND AV,AC,09/16/2019,8295150,2149925,09/15/2019,8293252.0,2149490.0,1898.0,435.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3151,N116,R198,00-00-01,NOSTRAND AV,AC,09/17/2019,8298507,2150600,09/16/2019,8295150.0,2149925.0,3357.0,675.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3152,N116,R198,00-00-01,NOSTRAND AV,AC,09/18/2019,8302107,2151265,09/17/2019,8298507.0,2150600.0,3600.0,665.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3153,N116,R198,00-00-01,NOSTRAND AV,AC,09/19/2019,8305763,2151891,09/18/2019,8302107.0,2151265.0,3656.0,626.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3154,N116,R198,00-00-01,NOSTRAND AV,AC,09/20/2019,8309336,2152548,09/19/2019,8305763.0,2151891.0,3573.0,657.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3155,N116,R198,00-03-00,NOSTRAND AV,AC,09/15/2019,5435587,2775855,09/14/2019,5433635.0,2774894.0,1952.0,961.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3156,N116,R198,00-03-00,NOSTRAND AV,AC,09/16/2019,5437101,2776656,09/15/2019,5435587.0,2775855.0,1514.0,801.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3157,N116,R198,00-03-00,NOSTRAND AV,AC,09/17/2019,5439874,2777834,09/16/2019,5437101.0,2776656.0,2773.0,1178.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3158,N116,R198,00-03-00,NOSTRAND AV,AC,09/18/2019,5442813,2779035,09/17/2019,5439874.0,2777834.0,2939.0,1201.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3159,N116,R198,00-03-00,NOSTRAND AV,AC,09/19/2019,5445920,2780215,09/18/2019,5442813.0,2779035.0,3107.0,1180.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3160,N116,R198,00-03-00,NOSTRAND AV,AC,09/20/2019,5448945,2781517,09/19/2019,5445920.0,2780215.0,3025.0,1302.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3161,N116,R198,00-03-01,NOSTRAND AV,AC,09/15/2019,7244186,3601301,09/14/2019,7241683.0,3599972.0,2503.0,1329.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3162,N116,R198,00-03-01,NOSTRAND AV,AC,09/16/2019,7246135,3602509,09/15/2019,7244186.0,3601301.0,1949.0,1208.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3163,N116,R198,00-03-01,NOSTRAND AV,AC,09/17/2019,7249560,3604098,09/16/2019,7246135.0,3602509.0,3425.0,1589.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3164,N116,R198,00-03-01,NOSTRAND AV,AC,09/18/2019,7253178,3605811,09/17/2019,7249560.0,3604098.0,3618.0,1713.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3165,N116,R198,00-03-01,NOSTRAND AV,AC,09/19/2019,7256813,3607468,09/18/2019,7253178.0,3605811.0,3635.0,1657.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3166,N116,R198,00-03-01,NOSTRAND AV,AC,09/20/2019,7260488,3609098,09/19/2019,7256813.0,3607468.0,3675.0,1630.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3167,N117,R198,01-00-00,NOSTRAND AV,AC,09/15/2019,12619743,24640544,09/14/2019,12618531.0,24637602.0,1212.0,2942.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3168,N117,R198,01-00-00,NOSTRAND AV,AC,09/16/2019,12620683,24643262,09/15/2019,12619743.0,24640544.0,940.0,2718.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3169,N117,R198,01-00-00,NOSTRAND AV,AC,09/17/2019,12622255,24647346,09/16/2019,12620683.0,24643262.0,1572.0,4084.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3170,N117,R198,01-00-00,NOSTRAND AV,AC,09/18/2019,12623808,24651418,09/17/2019,12622255.0,24647346.0,1553.0,4072.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3171,N117,R198,01-00-00,NOSTRAND AV,AC,09/19/2019,12625507,24655793,09/18/2019,12623808.0,24651418.0,1699.0,4375.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3172,N117,R198,01-00-00,NOSTRAND AV,AC,09/20/2019,12627194,24659805,09/19/2019,12625507.0,24655793.0,1687.0,4012.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3173,N117,R198,01-00-01,NOSTRAND AV,AC,09/15/2019,672613,999599,09/14/2019,671445.0,997856.0,1168.0,1743.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3174,N117,R198,01-00-01,NOSTRAND AV,AC,09/16/2019,673559,1001141,09/15/2019,672613.0,999599.0,946.0,1542.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3175,N117,R198,01-00-01,NOSTRAND AV,AC,09/17/2019,675128,1003736,09/16/2019,673559.0,1001141.0,1569.0,2595.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3176,N117,R198,01-00-01,NOSTRAND AV,AC,09/18/2019,676726,1006381,09/17/2019,675128.0,1003736.0,1598.0,2645.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3177,N117,R198,01-00-01,NOSTRAND AV,AC,09/19/2019,678297,1009151,09/18/2019,676726.0,1006381.0,1571.0,2770.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3178,N117,R198,01-00-01,NOSTRAND AV,AC,09/20/2019,679903,1011816,09/19/2019,678297.0,1009151.0,1606.0,2665.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3179,N117,R198,01-00-02,NOSTRAND AV,AC,09/15/2019,1022422,1459475,09/14/2019,1021476.0,1457975.0,946.0,1500.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3180,N117,R198,01-00-02,NOSTRAND AV,AC,09/16/2019,1023179,1460883,09/15/2019,1022422.0,1459475.0,757.0,1408.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3181,N117,R198,01-00-02,NOSTRAND AV,AC,09/17/2019,1024608,1463003,09/16/2019,1023179.0,1460883.0,1429.0,2120.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3182,N117,R198,01-00-02,NOSTRAND AV,AC,09/18/2019,1026138,1465183,09/17/2019,1024608.0,1463003.0,1530.0,2180.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3183,N117,R198,01-00-02,NOSTRAND AV,AC,09/19/2019,1027606,1467487,09/18/2019,1026138.0,1465183.0,1468.0,2304.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3184,N117,R198,01-00-02,NOSTRAND AV,AC,09/20/2019,1029247,1469790,09/19/2019,1027606.0,1467487.0,1641.0,2303.0,NOSTRAND AV AC station NYC,40.6414346,-73.9485729
3185,N120,R153,00-00-00,UTICA AV,AC,09/15/2019,6139197,5854189,09/14/2019,6137931.0,5852609.0,1266.0,1580.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3186,N120,R153,00-00-00,UTICA AV,AC,09/16/2019,6140252,5855466,09/15/2019,6139197.0,5854189.0,1055.0,1277.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3187,N120,R153,00-00-00,UTICA AV,AC,09/17/2019,6142304,5857781,09/16/2019,6140252.0,5855466.0,2052.0,2315.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3188,N120,R153,00-00-00,UTICA AV,AC,09/18/2019,6144429,5860147,09/17/2019,6142304.0,5857781.0,2125.0,2366.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3189,N120,R153,00-00-00,UTICA AV,AC,09/19/2019,6146626,5862451,09/18/2019,6144429.0,5860147.0,2197.0,2304.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3190,N120,R153,00-00-00,UTICA AV,AC,09/20/2019,6148903,5864718,09/19/2019,6146626.0,5862451.0,2277.0,2267.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3191,N120,R153,00-00-01,UTICA AV,AC,09/15/2019,5752959,6754943,09/14/2019,5751535.0,6753256.0,1424.0,1687.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3192,N120,R153,00-00-01,UTICA AV,AC,09/16/2019,5754057,6756494,09/15/2019,5752959.0,6754943.0,1098.0,1551.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3193,N120,R153,00-00-01,UTICA AV,AC,09/17/2019,5756169,6758958,09/16/2019,5754057.0,6756494.0,2112.0,2464.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3194,N120,R153,00-00-01,UTICA AV,AC,09/18/2019,5758348,6761519,09/17/2019,5756169.0,6758958.0,2179.0,2561.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3195,N120,R153,00-00-01,UTICA AV,AC,09/19/2019,5760602,6764032,09/18/2019,5758348.0,6761519.0,2254.0,2513.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3196,N120,R153,00-00-01,UTICA AV,AC,09/20/2019,5762863,6766645,09/19/2019,5760602.0,6764032.0,2261.0,2613.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3197,N120,R153,00-00-02,UTICA AV,AC,09/15/2019,14409495,11335039,09/14/2019,14407535.0,11333490.0,1960.0,1549.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3198,N120,R153,00-00-02,UTICA AV,AC,09/16/2019,14411091,11336415,09/15/2019,14409495.0,11335039.0,1596.0,1376.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3199,N120,R153,00-00-02,UTICA AV,AC,09/17/2019,14414229,11338394,09/16/2019,14411091.0,11336415.0,3138.0,1979.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3200,N120,R153,00-00-02,UTICA AV,AC,09/18/2019,14417465,11340563,09/17/2019,14414229.0,11338394.0,3236.0,2169.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3201,N120,R153,00-00-02,UTICA AV,AC,09/19/2019,14420689,11342704,09/18/2019,14417465.0,11340563.0,3224.0,2141.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3202,N120,R153,00-00-02,UTICA AV,AC,09/20/2019,14423959,11344906,09/19/2019,14420689.0,11342704.0,3270.0,2202.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3203,N120,R153,00-00-03,UTICA AV,AC,09/15/2019,15665954,6776634,09/14/2019,15663176.0,6775254.0,2778.0,1380.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3204,N120,R153,00-00-03,UTICA AV,AC,09/16/2019,15668368,6777868,09/15/2019,15665954.0,6776634.0,2414.0,1234.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3205,N120,R153,00-00-03,UTICA AV,AC,09/17/2019,15672071,6779482,09/16/2019,15668368.0,6777868.0,3703.0,1614.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3206,N120,R153,00-00-03,UTICA AV,AC,09/18/2019,15676030,6781239,09/17/2019,15672071.0,6779482.0,3959.0,1757.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3207,N120,R153,00-00-03,UTICA AV,AC,09/19/2019,15679895,6783100,09/18/2019,15676030.0,6781239.0,3865.0,1861.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3208,N120,R153,00-00-03,UTICA AV,AC,09/20/2019,15683795,6784901,09/19/2019,15679895.0,6783100.0,3900.0,1801.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3209,N120,R153,00-05-00,UTICA AV,AC,09/15/2019,2548,0,09/14/2019,2547.0,0.0,1.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3210,N120,R153,00-05-00,UTICA AV,AC,09/16/2019,2548,0,09/15/2019,2548.0,0.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3211,N120,R153,00-05-00,UTICA AV,AC,09/17/2019,2549,0,09/16/2019,2548.0,0.0,1.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3212,N120,R153,00-05-00,UTICA AV,AC,09/18/2019,2551,0,09/17/2019,2549.0,0.0,2.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3213,N120,R153,00-05-00,UTICA AV,AC,09/19/2019,2552,0,09/18/2019,2551.0,0.0,1.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3214,N120,R153,00-05-00,UTICA AV,AC,09/20/2019,2552,0,09/19/2019,2552.0,0.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3215,N120,R153,00-05-01,UTICA AV,AC,09/15/2019,2,234,09/14/2019,2.0,234.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3216,N120,R153,00-05-01,UTICA AV,AC,09/16/2019,2,234,09/15/2019,2.0,234.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3217,N120,R153,00-05-01,UTICA AV,AC,09/17/2019,2,234,09/16/2019,2.0,234.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3218,N120,R153,00-05-01,UTICA AV,AC,09/18/2019,2,234,09/17/2019,2.0,234.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3219,N120,R153,00-05-01,UTICA AV,AC,09/19/2019,2,234,09/18/2019,2.0,234.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3220,N120,R153,00-05-01,UTICA AV,AC,09/20/2019,2,234,09/19/2019,2.0,234.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3221,N120A,R153,01-00-00,UTICA AV,AC,09/15/2019,3187837,2021267,09/14/2019,3186936.0,2020004.0,901.0,1263.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3222,N120A,R153,01-00-00,UTICA AV,AC,09/16/2019,3188547,2022426,09/15/2019,3187837.0,2021267.0,710.0,1159.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3223,N120A,R153,01-00-00,UTICA AV,AC,09/17/2019,3189921,2024411,09/16/2019,3188547.0,2022426.0,1374.0,1985.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3224,N120A,R153,01-00-00,UTICA AV,AC,09/18/2019,3191304,2026124,09/17/2019,3189921.0,2024411.0,1383.0,1713.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3225,N120A,R153,01-00-00,UTICA AV,AC,09/19/2019,3192647,2028002,09/18/2019,3191304.0,2026124.0,1343.0,1878.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3226,N120A,R153,01-00-00,UTICA AV,AC,09/20/2019,3193897,2029857,09/19/2019,3192647.0,2028002.0,1250.0,1855.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3227,N120A,R153,01-00-01,UTICA AV,AC,09/15/2019,287960,488815,09/14/2019,287428.0,487947.0,532.0,868.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3228,N120A,R153,01-00-01,UTICA AV,AC,09/16/2019,288329,489549,09/15/2019,287960.0,488815.0,369.0,734.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3229,N120A,R153,01-00-01,UTICA AV,AC,09/17/2019,289058,490834,09/16/2019,288329.0,489549.0,729.0,1285.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3230,N120A,R153,01-00-01,UTICA AV,AC,09/18/2019,289972,492420,09/17/2019,289058.0,490834.0,914.0,1586.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3231,N120A,R153,01-00-01,UTICA AV,AC,09/19/2019,291080,493950,09/18/2019,289972.0,492420.0,1108.0,1530.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3232,N120A,R153,01-00-01,UTICA AV,AC,09/20/2019,292165,495423,09/19/2019,291080.0,493950.0,1085.0,1473.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3233,N120A,R153,01-00-02,UTICA AV,AC,09/15/2019,3589781,5305919,09/14/2019,3589417.0,5305251.0,364.0,668.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3234,N120A,R153,01-00-02,UTICA AV,AC,09/16/2019,3590110,5306432,09/15/2019,3589781.0,5305919.0,329.0,513.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3235,N120A,R153,01-00-02,UTICA AV,AC,09/17/2019,3590689,5307465,09/16/2019,3590110.0,5306432.0,579.0,1033.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3236,N120A,R153,01-00-02,UTICA AV,AC,09/18/2019,3591225,5308493,09/17/2019,3590689.0,5307465.0,536.0,1028.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3237,N120A,R153,01-00-02,UTICA AV,AC,09/19/2019,3591848,5309637,09/18/2019,3591225.0,5308493.0,623.0,1144.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3238,N120A,R153,01-00-02,UTICA AV,AC,09/20/2019,3592490,5310749,09/19/2019,3591848.0,5309637.0,642.0,1112.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3239,N120A,R153,01-00-03,UTICA AV,AC,09/15/2019,5190486,3684244,09/14/2019,5189922.0,3683809.0,564.0,435.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3240,N120A,R153,01-00-03,UTICA AV,AC,09/16/2019,5190975,3684596,09/15/2019,5190486.0,3684244.0,489.0,352.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3241,N120A,R153,01-00-03,UTICA AV,AC,09/17/2019,5191948,3685261,09/16/2019,5190975.0,3684596.0,973.0,665.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3242,N120A,R153,01-00-03,UTICA AV,AC,09/18/2019,5192976,3685986,09/17/2019,5191948.0,3685261.0,1028.0,725.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3243,N120A,R153,01-00-03,UTICA AV,AC,09/19/2019,5193916,3686667,09/18/2019,5192976.0,3685986.0,940.0,681.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3244,N120A,R153,01-00-03,UTICA AV,AC,09/20/2019,5194838,3687341,09/19/2019,5193916.0,3686667.0,922.0,674.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3245,N120A,R153,01-05-00,UTICA AV,AC,09/15/2019,50331999,16777216,09/14/2019,50331999.0,16777216.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3246,N120A,R153,01-05-00,UTICA AV,AC,09/16/2019,50331999,16777216,09/15/2019,50331999.0,16777216.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3247,N120A,R153,01-05-00,UTICA AV,AC,09/17/2019,50331999,16777216,09/16/2019,50331999.0,16777216.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3248,N120A,R153,01-05-00,UTICA AV,AC,09/18/2019,50331999,16777216,09/17/2019,50331999.0,16777216.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3249,N120A,R153,01-05-00,UTICA AV,AC,09/19/2019,50331999,16777216,09/18/2019,50331999.0,16777216.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3250,N120A,R153,01-05-00,UTICA AV,AC,09/20/2019,50332000,16777216,09/19/2019,50331999.0,16777216.0,1.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3251,N120A,R153,01-05-01,UTICA AV,AC,09/15/2019,0,228,09/14/2019,0.0,228.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3252,N120A,R153,01-05-01,UTICA AV,AC,09/16/2019,0,228,09/15/2019,0.0,228.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3253,N120A,R153,01-05-01,UTICA AV,AC,09/17/2019,0,228,09/16/2019,0.0,228.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3254,N120A,R153,01-05-01,UTICA AV,AC,09/18/2019,0,228,09/17/2019,0.0,228.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3255,N120A,R153,01-05-01,UTICA AV,AC,09/19/2019,0,228,09/18/2019,0.0,228.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3256,N120A,R153,01-05-01,UTICA AV,AC,09/20/2019,0,228,09/19/2019,0.0,228.0,0.0,0.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3257,N120A,R153,01-06-00,UTICA AV,AC,09/15/2019,102339540,112309,09/14/2019,102338416.0,112238.0,1124.0,71.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3258,N120A,R153,01-06-00,UTICA AV,AC,09/16/2019,102340439,112408,09/15/2019,102339540.0,112309.0,899.0,99.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3259,N120A,R153,01-06-00,UTICA AV,AC,09/17/2019,102342415,112516,09/16/2019,102340439.0,112408.0,1976.0,108.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3260,N120A,R153,01-06-00,UTICA AV,AC,09/18/2019,102344566,112653,09/17/2019,102342415.0,112516.0,2151.0,137.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3261,N120A,R153,01-06-00,UTICA AV,AC,09/19/2019,102346649,112784,09/18/2019,102344566.0,112653.0,2083.0,131.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3262,N120A,R153,01-06-00,UTICA AV,AC,09/20/2019,102348707,112920,09/19/2019,102346649.0,112784.0,2058.0,136.0,UTICA AV AC station NYC,40.6793738,-73.9306335
3263,N121B,R438,00-00-00,RALPH AV,C,09/15/2019,5550349,3407589,09/14/2019,5549462.0,3407066.0,887.0,523.0,RALPH AV C station NYC,40.6774637,-73.9217906
3264,N121B,R438,00-00-00,RALPH AV,C,09/16/2019,5551040,3408083,09/15/2019,5550349.0,3407589.0,691.0,494.0,RALPH AV C station NYC,40.6774637,-73.9217906
3265,N121B,R438,00-00-00,RALPH AV,C,09/17/2019,5552377,3409004,09/16/2019,5551040.0,3408083.0,1337.0,921.0,RALPH AV C station NYC,40.6774637,-73.9217906
3266,N121B,R438,00-00-00,RALPH AV,C,09/18/2019,5553698,3409924,09/17/2019,5552377.0,3409004.0,1321.0,920.0,RALPH AV C station NYC,40.6774637,-73.9217906
3267,N121B,R438,00-00-00,RALPH AV,C,09/19/2019,5555043,3410902,09/18/2019,5553698.0,3409924.0,1345.0,978.0,RALPH AV C station NYC,40.6774637,-73.9217906
3268,N121B,R438,00-00-00,RALPH AV,C,09/20/2019,5556440,3411806,09/19/2019,5555043.0,3410902.0,1397.0,904.0,RALPH AV C station NYC,40.6774637,-73.9217906
3269,N121B,R438,00-00-01,RALPH AV,C,09/15/2019,5682953,3493066,09/14/2019,5682051.0,3492596.0,902.0,470.0,RALPH AV C station NYC,40.6774637,-73.9217906
3270,N121B,R438,00-00-01,RALPH AV,C,09/16/2019,5683671,3493487,09/15/2019,5682953.0,3493066.0,718.0,421.0,RALPH AV C station NYC,40.6774637,-73.9217906
3271,N121B,R438,00-00-01,RALPH AV,C,09/17/2019,5685070,3494238,09/16/2019,5683671.0,3493487.0,1399.0,751.0,RALPH AV C station NYC,40.6774637,-73.9217906
3272,N121B,R438,00-00-01,RALPH AV,C,09/18/2019,5686451,3494998,09/17/2019,5685070.0,3494238.0,1381.0,760.0,RALPH AV C station NYC,40.6774637,-73.9217906
3273,N121B,R438,00-00-01,RALPH AV,C,09/19/2019,5687878,3495700,09/18/2019,5686451.0,3494998.0,1427.0,702.0,RALPH AV C station NYC,40.6774637,-73.9217906
3274,N121B,R438,00-00-01,RALPH AV,C,09/20/2019,5689222,3496511,09/19/2019,5687878.0,3495700.0,1344.0,811.0,RALPH AV C station NYC,40.6774637,-73.9217906
3275,N121B,R438,00-00-02,RALPH AV,C,09/15/2019,6947119,5452902,09/14/2019,6946257.0,5452431.0,862.0,471.0,RALPH AV C station NYC,40.6774637,-73.9217906
3276,N121B,R438,00-00-02,RALPH AV,C,09/16/2019,6947859,5453302,09/15/2019,6947119.0,5452902.0,740.0,400.0,RALPH AV C station NYC,40.6774637,-73.9217906
3277,N121B,R438,00-00-02,RALPH AV,C,09/17/2019,6949235,5454026,09/16/2019,6947859.0,5453302.0,1376.0,724.0,RALPH AV C station NYC,40.6774637,-73.9217906
3278,N121B,R438,00-00-02,RALPH AV,C,09/18/2019,6950667,5454719,09/17/2019,6949235.0,5454026.0,1432.0,693.0,RALPH AV C station NYC,40.6774637,-73.9217906
3279,N121B,R438,00-00-02,RALPH AV,C,09/19/2019,6952002,5455420,09/18/2019,6950667.0,5454719.0,1335.0,701.0,RALPH AV C station NYC,40.6774637,-73.9217906
3280,N121B,R438,00-00-02,RALPH AV,C,09/20/2019,6953389,5456088,09/19/2019,6952002.0,5455420.0,1387.0,668.0,RALPH AV C station NYC,40.6774637,-73.9217906
3281,N121B,R438,00-00-03,RALPH AV,C,09/15/2019,9728918,7734083,09/14/2019,9727603.0,7733453.0,1315.0,630.0,RALPH AV C station NYC,40.6774637,-73.9217906
